workId, aired, genres
"8518","Mar 26, 2010","School, Slice of Life"
"20033","Oct 2, 2013 to Dec 25, 2013","Comedy, Music, Slice of Life"
"9395","Oct 4, 2010 to Oct 29, 2010","Adventure, Kids"
"10924","Oct 29, 2011 to Jan 28, 2012","Action, Adventure, Ecchi, Fantasy"
"1724","Jan 5, 2007 to Jun 29, 2007","Adventure, Fantasy"
"8900","Oct 7, 2006 to Sep 29, 2007","Adventure, Comedy, Fantasy, Kids, Romance, Shounen"
"28385","Mar 3, 2010","Comedy, Parody, Romance, School"
"15015","Feb 2, 2011","Adventure, Comedy, Ecchi, Fantasy"
"2726","Apr 21, 1991 to Jul 21, 1991","Action, Police, Drama, School, Shoujo"
"8603","Aug 1, 2008","School, Music, Slice of Life"
"1900","Sep 21, 1996 to Nov 21, 1996","Action, Comedy, Mecha, Sci-Fi"
"6743","Jun 24, 2009 to Jun 23, 2010","Comedy, Fantasy"
"22249","2013","Kids, Adventure"
"32301","Jul 11, 2016 to Sep 26, 2016","Sci-Fi, Comedy, Police, Mecha"
"374","Sep 23, 1998 to Dec 23, 1998","Action, Comedy, Ecchi, Romance, Sci-Fi"
"36542","Oct 21, 2017","Sci-Fi, Romance"
"8416","Nov 13, 1993","Comedy"
"35072","Nov 27, 2016","Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
"4383","Mar 1, 2008 to Apr, 2008","Comedy, Fantasy, Slice of Life"
"3114","Jan 4, 1999 to Dec 27, 1999","Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power"
"2915","Jul 22, 1997","Drama, Historical"
"17020","Dec 31, 2012","Romance, Music, School, Drama"
"3101","Oct 7, 2003 to Sep 28, 2004","Action, Sci-Fi, Adventure, Cars, Sports, Mecha, Shounen"
"36729","Nov 18, 2017","Action, Drama, Fantasy, Historical, Magic, Supernatural"
"2809","Oct 1, 1977 to Mar 25, 1978","Adventure, Comedy, Kids"
"33392","Oct 4, 2016 to Dec 20, 2016","Comedy, Parody, School, Shounen Ai"
"8145","Dec 20, 2008","Action, Fantasy, Horror, Kids, Shounen, Supernatural"
"37245","Apr 3, 2018 to Sep 25, 2018","Action, Mecha, Sci-Fi"
"4756","Sep 1, 1992","Drama, Mystery, Psychological, Seinen"
"8140","Jul 21, 1989 to Aug 31, 1990","Adventure, Comedy, Drama"
"18155","Apr 3, 2013 to Mar 26, 2014","Comedy, Kids"
"3875","Oct 9, 1989 to Dec 22, 1990","Comedy, Magic, Shoujo"
"20539","Dec 20, 2013 to Jul 16, 2014","Comedy, Slice of Life"
"6270","Aug 1, 2006","Fantasy, Horror"
"21695","Oct 10, 2013","Action, Adventure, Comedy, Fantasy, Kids"
"11069","Aug 1, 2010","Adventure, Comedy, Fantasy, Kids"
"23309","Jul 4, 2014 to Sep 19, 2014","Action, Harem, Police, Ecchi"
"10013","Jan 29, 2011","Drama, Historical"
"9421","2000","Action, Seinen"
"8966","Dec 1, 2004","Adventure, Comedy, Kids"
"37433","Apr 8, 2018 to Sep 23, 2018","Comedy, Slice of Life, Supernatural"
"6919","Apr 1, 2011 to Jun 24, 2011","Action, Drama, Super Power"
"2464","Jul 28, 2006 to Nov 24, 2006","Adventure, Comedy, Fantasy"
"14693","Jul 3, 2012 to Sep 25, 2012","Comedy, Seinen, Slice of Life"
"3704","Jan 5, 2008 to Dec 27, 2008","Comedy, Kids"
"1270","Jun 28, 1987","Action, Mecha, Military, Sci-Fi"
"35712","Oct 12, 2017 to Dec 14, 2017","Harem, Comedy, Romance, Ecchi, School"
"769","Apr 10, 1996 to Sep 26, 1996","Sci-Fi, Comedy, Ecchi, Mecha, Shounen"
"1598","Aug 21, 1993 to Feb 21, 1994","Adventure, Mecha, Sci-Fi"
"9558","Jul 9, 2010","Kids"
"5449","Mar 17, 2007","Comedy"
"833","Oct 7, 2002 to Dec 16, 2002","Action, Comedy, Mecha, Sci-Fi, Shounen"
"31530","Dec 23, 2015","Sci-Fi, School"
"17277","Jan 10, 2013","Action, Drama, Mecha, Military, School, Supernatural"
"2312","Aug 19, 1984","Action, Romance, Sci-Fi"
"37563","Apr 30, 2018 to Sep 10, 2018","Adventure, Mystery, Historical, Drama, Martial Arts, Shounen Ai"
"30531","Aug 28, 2015","Comedy, Parody, School, Shounen Ai"
"1574","Apr 5, 2004 to Mar 28, 2005","Adventure, Mecha, Sci-Fi, Shounen"
"5131","Jul 1, 1976 to Mar 31, 1977","Mecha, Sci-Fi"
"31630","Apr 2, 2016 to Sep 24, 2016","Comedy, Drama, Mystery, Police"
"34655","Dec 20, 2016","Fantasy, Music"
"37438","Oct 18, 2018","Action, Game, Sci-Fi, Mystery"
"22049","May 7, 2012","Action, Music, Sci-Fi"
"13185","Oct 3, 2012 to Sep 25, 2013","Action, Adventure"
"23697","Dec 1, 2007 to Aug 8, 2009","Action, Comedy"
"3858","Apr 7, 1970 to Dec 28, 1971","Adventure, Comedy, Drama"
"8304","Mar 26, 2008","Historical, Shounen"
"10207","Aug 20, 2006","Adventure, Comedy, Supernatural"
"1918","Aug 25, 1995 to Aug 24, 1997","Comedy, Parody, Magic, Fantasy"
"3147","Jul 27, 1999","Drama"
"16690","Nov 10, 2012","Slice of Life, Drama"
"16730","Mar 14, 1981","Slice of Life, Comedy"
"2550","Aug 17, 1985","Comedy, Parody"
"3758","Mar 17, 1973","Adventure"
"5056","Aug 1, 2008","Comedy, Ecchi, School, Slice of Life"
"30695","Dec 23, 2016","Music, Fantasy"
"37202","Oct 6, 2018 to Feb 23, 2019","Action, Adventure, Magic, Fantasy"
"24935","Oct 2, 2013","Slice of Life, Comedy, School, Seinen"
"2267","Aug 8, 2007","Mecha, Mystery"
"4481","Aug 14, 1960","Adventure"
"4524","Sep 8, 2001","Action, Game, Adventure, Martial Arts"
"29756","Jul 4, 2015","Adventure"
"6251","Jan 25, 2008 to Jun 25, 2008","Slice of Life, Comedy"
"3822","Oct 7, 1975 to Mar 30, 1976","Adventure, Shoujo"
"37831","May 13, 2018","Action, Game, Military, Sci-Fi, Fantasy"
"27629","Jan 3, 2015 to Mar 28, 2015","Comedy, Mystery, Super Power"
"31894","Sep 30, 2015","Music"
"7279","Oct 2, 2009","Action, Sci-Fi, Space, Drama, Seinen"
"6148","Apr 24, 2009","Slice of Life, Comedy, Seinen"
"15219","Jun 28, 2012","Action, Game, Sci-Fi"
"2534","Mar 17, 2004 to Mar 23, 2005","Sci-Fi, Harem, Drama, Romance, Fantasy, Shoujo"
"3166","Dec 12, 2007 to Feb 27, 2008","Action, Sci-Fi, Horror, Fantasy"
"69","Oct 5, 2005 to Mar 29, 2006","Action, Fantasy, Military, Sci-Fi"
"2252","Jul 8, 1972 to Apr 7, 1973","Action, Demons, Horror, Supernatural"
"2637","Apr 4, 1986","Kids, Adventure, Fantasy, Comedy, Shounen"
"14889","Jan 26, 2013","Comedy, Ecchi, Parody, School, Shounen"
"33047","Jan 28, 2018 to Apr 1, 2018","Action, Fantasy, Magic"
"1361","Jul 2, 2001","Sci-Fi"
"37188","Apr 10, 2018 to Jun 26, 2018","Comedy, Slice of Life"
"909","Apr 5, 2001 to Jun 28, 2001","Adventure, Mecha, Sci-Fi, Space"
"1537","Oct 30, 1971 to Mar 25, 1972","Action, Sci-Fi, Adventure, Romance, Shounen"
"28733","Sep, 2002 to Jul, 2004","Sci-Fi, Adventure, Space, Drama"
"4511","Oct 9, 1980 to Jul 9, 1981","Adventure, Slice of Life"
"3164","Oct 20, 2007 to Jan 26, 2008","Slice of Life, Comedy, School"
"3323","Mar 21, 2008","Action, Sci-Fi, Drama"
"30291","Nov 1, 2015 to Dec 21, 2015","Comedy, Mystery, School, Shounen, Super Power"
"2571","Apr 1, 1975 to Apr 20, 1976","Adventure, Comedy, Kids"
"5386","Jun 13, 2009","Action, Historical, Martial Arts, Samurai"
"36246","Oct 7, 2017 to Jan 6, 2018","Action, Fantasy, Game"
"36725","Feb 1, 2012","Music"
"2234","Apr 12, 2004 to Oct 4, 2004","Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen"
"31223","Jan 8, 2016 to Apr 1, 2016","Action, Game, Sci-Fi, School"
"6555","Aug 1, 2009","Adventure, Comedy, Fantasy, Kids"
"5844","Aug 1, 2005","Adventure, Comedy, Fantasy, Kids"
"11859","Apr 3, 2012 to Jun 19, 2012","Action, Adventure, Ecchi, Fantasy"
"10607","Oct 19, 1999 to Mar 21, 2000","Comedy"
"14675","Jul 1, 2012","Action, Comedy, Mecha, Sci-Fi"
"4574","Jan 31, 1981 to Jan 30, 1982","Action, Sci-Fi, Mecha, Shounen"
"12929","Apr 1, 2012 to Mar 30, 2014","Action, Adventure, Fantasy, Shounen"
"1217","Feb 16, 1996","Comedy, Romance, Drama, Shounen Ai"
"15119","Jan 6, 2013 to Mar 24, 2013","Action, Comedy, Ecchi, School"
"32728","Oct 2, 2015","Drama"
"22361","Oct 2, 2002","Adventure, Comedy, Magic"
"5933","May 5, 1982","Adventure, Historical, Drama"
"1443","Mar 21, 1990 to Jul 21, 1991","Action, Sci-Fi, Adventure, Space"
"1662","Jun 21, 1987","Drama, Sci-Fi, Seinen, Space"
"1903","Aug 26, 2006","Action, Ecchi, Sci-Fi"
"1048","Apr 4, 2001 to Jul 4, 2001","Demons, Horror, Supernatural"
"1624","Dec 24, 2005","Romance, School, Drama"
"35231","Apr 11, 2018","Mystery, Supernatural, Drama, Shounen"
"23579","Apr 3, 2014 to Jan 3, 2015","Romance, School, Shoujo"
"1734","Jun 15, 2001 to Feb 24, 2002","Comedy, Drama, Romance, School"
"9795","Dec 6, 2003","Comedy, Super Power"
"25457","Mar 11, 2014","Action, Sci-Fi, Seinen"
"33056","Apr 6, 2016 to Apr 19, 2016","Comedy, Romance, Shoujo"
"2881","Dec 18, 1995 to Jan 25, 1998","Action, Military, Drama, Seinen"
"34675","Jan 12, 2017 to Jun 8, 2017","Action, Game, Adventure, Romance, Fantasy"
"33156","Mar 26, 2014","Comedy, School, Slice of Life"
"33685","Nov 25, 2016","Action, Sci-Fi, Adventure, Mecha, Shounen"
"34766","Dec 12, 2016","Action, Fantasy"
"8215","Oct 4, 1991 to Sep 25, 1992","Action, Parody, Comedy, Sci-Fi"
"1158","May 21, 1998 to Oct 21, 1998","Adventure, Comedy, Shounen, Supernatural"
"2687","Jan 7, 1967 to Sep 30, 1967","Comedy, Fantasy"
"37505","Mar 24, 2018","Action, Fantasy"
"28915","Sep 26, 2012","Slice of Life, Comedy, School"
"1083","Apr 5, 2003 to Jun 28, 2003","Drama, Slice of Life, Sports"
"30954","Nov 20, 2015 to Jun 13, 2018","Comedy, Parody, Ecchi, Fantasy"
"7571","Aug 18, 2004","Drama, Slice of Life"
"37974","Jun 12, 2018","Comedy"
"17753","Dec 17, 2010 to Sep 2, 2011","Comedy, Slice of Life"
"8302","Mar 26, 2010 to Aug 27, 2010","Ecchi, Seinen"
"9035","Aug 26, 2009","Adventure, Music"
"5164","Jul 25, 2008","Action, Sci-Fi, Mecha"
"3660","Mar 7, 1986 to Aug 29, 1986","Comedy, Fantasy, Kids, Magic, Shoujo"
"2277","Nov 16, 2001 to May 3, 2002","Adventure, Comedy, Magic, Fantasy"
"13239","Nov 29, 2012","Action, Adventure, Sci-Fi"
"864","Mar 1, 2004 to Jul 1, 2004","Space, Mecha, Military, Sci-Fi"
"2302","Mar 12, 1988 to May 25, 1988","Mecha, Parody, Sci-Fi"
"34003","Sep 7, 2016","Music, Romance"
"2503","Oct 10, 1992 to Oct 2, 1993","Adventure, Comedy, Shounen"
"3194","Feb 2, 1991 to Jul 27, 1991","Drama, Fantasy, Kids, Romance"
"215","Dec 18, 1999 to Oct 25, 2000","Comedy, Romance"
"7550","Aug 1, 2007","Adventure, Comedy, Fantasy, Kids"
"559","Aug 7, 2003","Drama, Psychological, Sci-Fi"
"2153","Apr 4, 2007 to Jun 27, 2007","Fantasy"
"10687","Jun 21, 2014","Sci-Fi, Adventure, Fantasy, Shounen"
"8287","Apr 3, 2010 to Mar 19, 2011","Action, Mecha, Historical"
"8139","Apr 5, 1974 to Sep 27, 1974","Adventure, Comedy, Drama"
"36397","Apr 9, 2018 to Jun 19, 2018","Sci-Fi, Slice of Life"
"10342","Jul 26, 1964","Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
"5535","Jun, 1992","Adventure, Slice of Life, Kids, Drama"
"25079","Jun, 2001","Romance, Music, Historical, Drama"
"5917","Jul 17, 1993","Drama"
"1981","Feb 28, 1987 to Aug 28, 1987","Mystery, Psychological, Sci-Fi"
"10224","Jul 27, 1978 to Feb 15, 1979","Action, Sci-Fi, Adventure, Space, Mecha"
"36119","Aug 8, 2017","Comedy, Sports, Fantasy"
"34368","Jul 7, 2017 to Sep 22, 2017","Mystery, Supernatural, Drama"
"9952","2006","Game, Historical"
"20965","Oct 18, 2013","Fantasy"
"184","Jan 6, 2005 to Mar 24, 2005","Action, Mecha, Sci-Fi, Shounen, Space"
"32338","Feb 24, 2016","Music"
"3011","Feb 29, 2008 to Mar 28, 2008","Romance, School"
"19953","Feb 26, 2014 to Jun 25, 2014","Magic, Slice of Life"
"36032","Apr 1, 2005","Supernatural, Drama, Romance"
"1666","Jan 1, 1973 to Sep 24, 1973","Sci-Fi, Adventure, Supernatural, Shounen"
"2702","Jan 4, 1999 to Sep 27, 1999","Game, Adventure, Kids"
"9857","Dec 30, 1996","Adventure, Cars, Shounen, Sports"
"5539","Jun 22, 2008","Action, Sci-Fi"
"6970","Jul 3, 1977 to Mar 5, 1978","Sci-Fi, Adventure, Mecha"
"13955","Aug 25, 2007 to Nov 3, 2007","Adventure, Comedy, Drama, Mystery, Sci-Fi"
"1333","Jul 7, 1984 to Dec 28, 1984","Adventure, Comedy, Kids, Fantasy"
"1193","Oct 2, 2005 to Dec 25, 2005","Comedy, Magic, Fantasy, School"
"30895","Jan 7, 2016 to Mar 24, 2016","Music, Slice of Life, Mystery, Romance, School"
"5936","Apr 28, 1990","Drama"
"33562","Jul 9, 2015 to Feb 25, 2016","Action, Comedy, Supernatural"
"10905","Oct 26, 2011 to Mar 21, 2012","Historical, Seinen, Slice of Life"
"18533","2000","Adventure, Drama"
"24873","Jan 9, 2015 to Mar 27, 2015","Fantasy, Harem, Romance, School"
"10202","Oct 21, 2010","Action, Adventure, Comedy, Kids, Super Power"
"32274","Jan 12, 2016 to Mar 29, 2016","Comedy"
"7295","Feb 15, 2006","Fantasy, Music"
"22113","Aug 7, 2011 to Sep 29, 2011","Comedy, Fantasy, School"
"32476","Jun 13, 2015 to Jun 27, 2015","Comedy"
"1428","Dec 16, 1978","Action, Adventure, Mystery, Comedy, Seinen"
"1262","May 21, 1992 to Nov 21, 1992","Adventure, Space, Mecha, Military, Sci-Fi, Shounen"
"887","May 25, 2002","Action, Mecha, Military, Sci-Fi, Space"
"34243","Sep 7, 2016","Music"
"2303","Jun 25, 1989","Mecha, Parody, Sci-Fi"
"2233","Oct 6, 2003 to Apr 1, 2004","Comedy, Kids"
"470","Jul 2, 2005 to Sep 24, 2005","Slice of Life, Comedy, Romance, Drama"
"34117","Jul 26, 2016","Drama, Slice of Life"
"7117","1978","Drama, Historical"
"5845","Aug 1, 2004","Action, Comedy, Fantasy, Kids"
"22215","Apr 5, 2014 to Jun 14, 2014","Music, Shoujo, Sports"
"2168","Apr 4, 2007 to Aug 1, 2007","Adventure, Comedy, Supernatural"
"677","Apr 8, 1998 to Jul 1, 1998","Drama, Romance, Shoujo"
"35122","Apr 10, 2017","Action, Fantasy, Shounen"
"1444","Sep 24, 1999 to Oct 6, 2000","Adventure, Mecha, Sci-Fi, Space"
"3864","May 24, 2007 to Jun 14, 2007","Action, Martial Arts, Historical, Shounen"
"8026","Apr 28, 2010","Action, Adventure, Shounen"
"36108","Jan 12, 2018 to Mar 30, 2018","Comedy, Slice of Life"
"18063","Jul 19, 1970","Sports, Shounen"
"6127","Feb 3, 2009 to Aug 26, 2009","Comedy"
"17621","Sep 25, 1996","Action, Sci-Fi, Space, Super Power, Shounen"
"31246","May 26, 2010 to Mar 16, 2011","Adventure, Fantasy"
"1221","Jul 1, 2006 to Jun 30, 2007","Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power"
"12351","Apr 20, 2002","Comedy"
"8765","Apr 28, 1998 to Jun 30, 1998","Comedy, Ecchi, Romance"
"28913","Dec 23, 2009","Slice of Life, Comedy, School"
"359","Dec 18, 2002 to Mar 26, 2003","Action, Sports, School, Shounen"
"33309","Apr 27, 2016 to Jul 27, 2016","Action, Mystery, Supernatural, Fantasy"
"34565","Jul 8, 2017 to Sep 30, 2017","Supernatural, Shounen"
"2601","Mar 28, 1987","Action, Mecha, Sci-Fi, Shounen"
"3683","Jan 1, 1971 to Sep 30, 1972","Comedy"
"2075","Oct 5, 1996 to Sep 27, 1997","Adventure, Comedy, Josei, Slice of Life"
"3274","Dec 22, 1984","Action, Comedy, Sports, Shounen"
"17749","Dec 18, 2009 to Sep 3, 2010","Comedy, Slice of Life"
"7124","Mar 27, 1992 to Jun 26, 1992","Action, Sci-Fi, Comedy, Magic, Fantasy, Mecha, Shounen"
"6277","Jan 7, 1976 to Sep 3, 1994","Fantasy, Historical"
"6130","Mar 31, 2009 to Mar 23, 2010","Comedy"
"31845","Jul 6, 2016 to Sep 21, 2016","Action, Sci-Fi, Harem, Comedy, Romance, Ecchi, Fantasy, School"
"3884","Oct 23, 2004","Action, Comedy, Ecchi, Fantasy"
"34670","Apr 1, 2017 to Sep 2, 2017","Action, Fantasy, Game"
"35778","Nov 26, 2014 to Apr 30, 2015","Music"
"7079","Jan 8, 2010 to Mar 26, 2010","Action, Mystery, Horror, Supernatural"
"4890","Jul 15, 2006","Music"
"29419","Dec 31, 2014","Action, Adventure, Comedy, Fantasy, Kids"
"11853","Aug 1, 2011","Adventure, Comedy, Fantasy, Kids"
"38068","Jun 14, 2018","Parody, Sports"
"24763","Jun 13, 2014 to Aug 8, 2014","Comedy, Mecha, Parody"
"31867","Mar 25, 2016","School"
"32039","Jul 5, 2016 to Sep 20, 2016","Music, Comedy"
"2099","Aug 17, 1991","Sci-Fi, Adventure, Supernatural"
"22785","Nov 9, 2012 to Dec 28, 2012","Comedy, Romance, School, Shoujo Ai, Slice of Life"
"51","May 25, 2000 to Aug 25, 2000","Action, Drama, Romance, Shoujo, Supernatural"
"8553","Feb 2, 1980 to Jan 31, 1981","Action, Adventure, Comedy, Sci-Fi"
"3075","Apr 5, 1982 to Mar 28, 1983","Adventure, Historical, Sci-Fi"
"36145","Sep 15, 1999","Adventure, Shoujo"
"26443","Apr 9, 2015 to Jun 11, 2015","Action, Adventure, Ecchi, Shounen"
"8753","Nov 17, 1991 to May 24, 1992","Kids, Space"
"1295","Jul 21, 1990 to Aug 21, 1990","Action, Adventure, Comedy, Romance, Sci-Fi, Super Power"
"14373","Oct 20, 2012","Sci-Fi"
"12967","Jul 1, 2012 to Sep 16, 2012","Action, Harem, Supernatural, Romance, Shoujo"
"36404","Sep 25, 2017","Slice of Life"
"31883","Mar 18, 2016 to Dec 20, 2016","Cars, Seinen, Slice of Life, Sports"
"30143","Oct 23, 2004","Action, Parody, Comedy, Sci-Fi, Shounen"
"3007","Jul 6, 1994","Music, Shounen Ai"
"2771","Apr 5, 1994 to Jan 3, 1995","Slice of Life, Comedy, Romance, School, Shoujo"
"35805","Jun 28, 2017 to Jul 26, 2017","Slice of Life, Comedy"
"7048","Feb 2, 2003 to Jan 25, 2004","Cars, Shounen, Sports"
"1753","Jul 12, 2002","Comedy"
"8815","2008","Comedy"
"28371","Jan 2, 1982","Sci-Fi, Comedy, Shounen"
"29722","Apr 12, 2015 to Oct 11, 2015","Comedy, Slice of Life"
"37860","Oct 28, 2017","Comedy"
"10262","2002","Comedy"
"24071","Sep 27, 2014","Comedy, Fantasy"
"4242","Jul 6, 1982 to Mar 29, 1983","Action, Adventure, Mecha"
"33697","Dec 26, 2016","Action, Sci-Fi, Fantasy"
"9900","Oct 2, 2000 to Mar 30, 2001","Kids"
"28911","Jun 4, 2008","Slice of Life, Comedy, School"
"1884","Apr 13, 2006 to Jul 20, 2006","Comedy"
"9525","Sep 1, 2010","Drama, Historical"
"36630","Jun 3, 2016","Music"
"825","Dec 2, 2005 to Mar 3, 2006","Adventure, Drama, Shounen"
"4597","Apr 4, 1973 to Mar 27, 1974","Action, Adventure, Shounen"
"4113","Nov 2, 1970 to Sep 27, 1971","Fantasy, Magic, Romance, Shoujo"
"2045","Oct 28, 1984","Comedy, Fantasy, Magic, Romance, Shoujo"
"362","Jan 22, 2003 to May 21, 2003","Romance, Drama"
"34661","Dec 31, 2016","Action, Fantasy, Game"
"34239","Oct 13, 2016 to Dec 8, 2016","Comedy, Parody, Sports"
"3535","Dec 29, 2006 to Mar 23, 2007","Comedy"
"33038","Apr 12, 2016 to Nov 1, 2016","Comedy, Fantasy"
"10219","Jul 13, 2011","Comedy, Romance, Ecchi"
"20907","Mar 1, 2014","Adventure"
"10180","Nov 24, 2010 to Jan 26, 2011","Romance, Supernatural, Demons, Historical, Seinen"
"7605","Oct 2, 1989 to Jan 28, 1991","Adventure, Comedy, Fantasy, Kids, Magic"
"9416","1981","Adventure"
"17777","Jan 4, 2014 to Mar 23, 2014","Comedy, Ecchi, Romance, Shounen, Supernatural"
"2698","May 1, 1996","Action, Police, Thriller, Drama, Seinen"
"4941","Dec 5, 2000","Mystery"
"2631","Mar 9, 2002","Kids, Fantasy, Sports, Comedy, Sci-Fi, Shounen"
"31319","Jul 3, 2015 to Dec 1, 2015","Romance, School, Shoujo"
"36498","Sep 7, 2016 to Dec 7, 2016","Comedy"
"159","Apr 7, 2004 to Sep 22, 2004","Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural"
"34173","Oct 4, 2016 to Oct 25, 2016","Comedy, Romance, Shoujo"
"5238","Jan 31, 2009","Adventure, Comedy, Kids"
"37424","Jul 3, 2018 to Sep 25, 2018","Comedy, Slice of Life"
"37619","Nov 3, 2016 to Apr 6, 2017","Romance, School, Sports"
"3202","Oct 5, 1993 to Mar 29, 1994","Fantasy, Kids"
"1314","Apr 18, 1998 to Nov 6, 1998","Action, Sci-Fi, Shounen"
"5088","Apr 11, 2000 to Oct 17, 2000","Mystery"
"36327","Sep 24, 2017","Action, Historical, Supernatural, Drama, Magic, Fantasy"
"16027","Dec 11, 2002 to Jul 31, 2003","Adventure, Fantasy, Historical"
"3022","Mar 10, 1985 to Jan 12, 1986","Action, Romance, School, Sci-Fi"
"37646","Jul 6, 2018 to Sep 21, 2018","Comedy, Slice of Life"
"2073","Sep 14, 1990 to Mar 8, 1991","Horror, Shoujo"
"9121","Sep 22, 2010 to Mar 16, 2011","Action, Sci-Fi, Shounen"
"910","Apr 9, 2006 to Jul 2, 2006","Adventure, Comedy, Martial Arts"
"35434","Jul 7, 2017 to Sep 29, 2017","Slice of Life, Romance"
"35134","Sep 16, 2017","Adventure, Drama, Mecha, Sci-Fi"
"17813","May 21, 2012","Supernatural"
"3571","Jan 9, 1997 to Sep 24, 1997","Adventure, Cars"
"3932","Sep 5, 1976 to Jun 26, 1977","Action, Mecha, Sci-Fi"
"34450","Nov 17, 2016","Music"
"363","May 12, 2004 to Oct 20, 2004","Romance, Drama"
"13231","Apr 8, 2012 to Dec 23, 2012","Adventure, Sports"
"37504","Sep 28, 2016 to Feb 22, 2017","Comedy"
"2740","Jan 11, 2004 to Jun 27, 2004","Action, Sports, Drama, Shounen"
"36517","Jun 15, 2018","Action, Martial Arts, Samurai"
"6625","Jul 7, 2001 to Sep 28, 2002","Comedy, Slice of Life"
"9731","Sep 28, 2010 to Dec 28, 2010","Action, Supernatural, Demons, Shounen"
"31168","Jun 19, 2015","Action, Fantasy, Kids"
"6674","Oct 3, 1991 to Nov 8, 1991","Mystery, Comedy"
"18639","Sep 21, 2012 to Feb 22, 2013","Comedy"
"31914","Jan 7, 2016 to Mar 24, 2016","School"
"4801","Jun 6, 2003 to Dec 11, 2003","Adventure, Fantasy, Kids"
"24619","Dec 7, 1989 to Jan 25, 1990","Action, Magic, Fantasy, Shounen"
"13969","2012","Comedy, Historical, Seinen"
"8449","Oct 8, 2010 to Dec 23, 2010","Action, Sci-Fi, Shounen Ai"
"4475","Mar 25, 2005","Drama"
"6234","Mar 25, 2008 to Sep 26, 2008","Parody, Comedy, School"
"1460","Jul 21, 1994 to Apr 21, 1995","Action, Adventure, Space, Mecha, Military, Drama, Sci-Fi"
"11445","Aug 23, 2003","Comedy, Romance, Sci-Fi"
"2806","Aug 24, 1992 to Jul 16, 1993","Adventure, Comedy, Fantasy"
"33964","Aug 26, 2016","Action, Historical, Drama"
"2535","Jan 25, 2001 to Jun 27, 2001","Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Shoujo"
"32023","Jan 9, 2016 to Mar 26, 2016","Action, Sci-Fi, Drama, Mecha"
"6579","Nov 25, 2002","Action, Game, Drama"
"6119","Mar 30, 2009 to Mar 22, 2013","Comedy, Kids"
"5292","Feb 11, 1991 to Jan 27, 1992","Action, Adventure, Mecha, Military, Shounen"
"21575","Jul 26, 2013 to Sep 24, 2014","Mecha, Sci-Fi"
"7551","Apr 4, 1976 to Dec 29, 1976","Action, Adventure, Mecha, Sci-Fi"
"9882","Apr 12, 1991 to Mar 13, 1992","Horror, Mystery"
"28713","Aug 26, 2015","Comedy, Ecchi, Romance, Seinen, Supernatural"
"3099","Apr 4, 1995 to Sep 26, 1995","Action, Fantasy, Mecha, Super Power"
"7017","Jul 29, 2009 to Jan 20, 2010","Comedy"
"17403","May 5, 1979","Mystery"
"27721","Oct 13, 2001 to Apr 6, 2002","Fantasy, Kids"
"3061","Mar 25, 1993 to Aug 25, 1994","Adventure, Mecha, Historical, Sci-Fi"
"2293","Dec 13, 1986","Action, Sci-Fi, Horror, Super Power"
"2046","Jun 15, 1985","Comedy, Fantasy, Magic, Romance, Shoujo"
"23341","Feb 22, 2014 to Sep 13, 2014","Magic, Comedy"
"3514","Jan 9, 2008 to Mar 26, 2008","Comedy"
"2052","Aug 5, 1992 to Mar 10, 1993","Romance, Sports"
"610","Mar 18, 2003 to Oct 3, 2003","Comedy, Drama, Ecchi, Supernatural"
"36485","Sep 27, 2017 to Feb 23, 2018","Action, Drama, Mystery"
"3474","Aug 21, 1987","Parody"
"5223","Jan 6, 1986 to Sep 20, 1986","Comedy, Kids"
"8373","Oct 12, 1982 to Sep 27, 1983","Adventure, Comedy"
"32888","May 14, 2016","Adventure"
"1671","Aug 6, 1997 to Dec 22, 1997","Action, Sci-Fi, Adventure"
"25169","Oct 30, 2013","Comedy, Drama"
"3977","Apr 1, 1999 to Jun 24, 1999","Slice of Life, Comedy, Harem, School"
"12361","Jan 5, 2000 to May 30, 2002","Action, Cars"
"1458","Jul 2, 1975 to Dec 24, 1975","Action, Adventure, Mecha, Sci-Fi, Shounen, Space"
"27387","Aug 1, 2016","Action, Sci-Fi, Thriller"
"1346","May 25, 1990 to Nov 22, 1990","Sci-Fi, Adventure, Mystery, Dementia, Police, Psychological, Thriller, Mecha"
"15607","2001","Drama, Historical, Slice of Life"
"7659","Nov 27, 2009","Music"
"6452","Jan 21, 1983 to Jan 27, 1984","Action, Mecha, Sci-Fi"
"2156","Apr 5, 2007 to Mar 27, 2008","Action, Game, Fantasy"
"1701","Mar 6, 1996 to Aug 21, 1996","Comedy, Ecchi, Romance, Sci-Fi, Seinen"
"32353","Apr 2, 2016 to ?","Comedy, Slice of Life"
"4418","2002","Comedy, Fantasy, Slice of Life"
"5848","Dec 22, 2007","Fantasy"
"37112","Mar 6, 2004","Comedy, Kids, Sci-Fi, Shounen"
"2647","Mar 11, 1989","Kids, Fantasy"
