"workId","engName","synonymsName","jpName","episodes","genres"
"1710","MegaMan NT Warrior","Rockman EXE, MegaMan: NT Warrior","ロックマン エグゼ","56","Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen"
"3751",\N,"Twelve Months, The Forest is Alive","森は生きている","1","Fantasy, Kids"
"8767",\N,"Tenchi in Tokyo Specials","新・天地無用!","6","Comedy, Romance, Sci-Fi, Shounen"
"28625","The Empire of Corpses","Project Itoh","屍者の帝国","1","Sci-Fi, Historical, Psychological"
"3174",\N,"Sola OVA","sola","2","Comedy, Romance, Slice of Life, Supernatural"
"28835",\N,"Tesagure! Bukatsu-mono Spin-off Purupurun Sharumu to Asobou","てさぐれ！部活もの すぴんおふ プルプルんシャルムと遊ぼう","12","Parody, School, Slice of Life"
"21409","THE IDOLM@STER CINDERELLA GIRLS 2nd ANNIVERSARY PV","The Idolmaster Cinderella Girls: Onegai Cinderella","アイドルマスター シンデレラガールズ ２周年記念ＰＶ","1","Music"
"21781",\N,"Ribon Festa 2014, Ribbon Festa 2014, Tsubasa and Hotaru","つばさとホタル","1","Romance, School, Shoujo"
"15933",\N,\N,"Vassalord. (ヴァッサロード)","1","Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire"
"37294",\N,"Everlasting Immortal Firmament 2nd Season, Ancient Celestial Firmament 2nd Season, Ancient Divine Pinnacle 2nd Season","万古仙穹 第二季","12","Adventure, Comedy, Fantasy, Shounen"
"2006",\N,"Yu-Gi-Oh! The Movie, YuGiOh, Yuu Gi Ou, Yuugiou, Yu-Gi-Oh! (1999)","遊☆戯☆王","1","Game, Adventure, Comedy, Fantasy, Shounen"
"7113",\N,\N,"30th GUNDAM PERFECT MISSION","1","Mecha, Sci-Fi"
"303","Oh! My Goddess: The Adventures of Mini-Goddess","Oh! My Goddess: Being Small is Convenient, Ah! My Goddess!: Chichaitte Koto wa Benri da ne","ああっ女神さまっ 小っちゃいって事は便利だねっ","48","Comedy, Magic, Supernatural"
"4535",\N,"CB","Candy boy -Nonchalant talk of the certain twin sisters in daily life-","7","Romance, School, Shoujo Ai"
"1049","Gauche the Cellist","Serohiki no Goshu, Gorsch the Cellist","セロ弾きのゴーシュ","1","Music, Kids, Drama, Fantasy"
"1844","CLAMP School Detectives",\N,"CLAMP学園探偵団","26","Action, Mystery, Comedy, Shoujo"
"8728",\N,\N,"コードギアス 反逆のルルーシュ キセキの誕生日 ピクチャードラマ","1","School, Supernatural"
"2595",\N,\N,"D.C.II ～ダ・カーポII～","13","Drama, Ecchi, Romance, School"
"3116",\N,"Mini 4WD","ダッシュ！四駆郎","25","Action, Cars, Sports, Kids, Shounen"
"930","Space Runaway Ideon","Ideon, Legendary Giant-God Ideon, Great God Legend Ideon","伝説巨神イデオン","39","Sci-Fi, Space, Drama, Mecha"
"36760",\N,"Meitantei Conan: Hoshikage no Majutsushi","名探偵コナン～星影の魔術師～","1","Space"
"502","Dragon Ball: Curse of the Blood Rubies",\N,"ドラゴンボール 神龍の伝説","1","Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
"984",\N,"Dragon Ball Z Gaiden: Saiya-jin Zetsumetsu Keikaku, Dragon Ball Z: Plan to Destroy the Saiyajin","ドラゴンボールＺ: 外伝・サイヤ人絶滅計画","2","Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
"5072",\N,"Dragonaut: The Resonance OVA, Dragonaut: The Resonance Special","ドラゴノーツ-ザ・レソナンス- 孤島 -閉ざされた狂騒-","1","Action, Sci-Fi, Space, Romance, Mecha"
"993",\N,"Dual! Parallel Trouble Adventures Special, Dual! Paralle Lunlun Monogatari Special, Final Frontier","デュアル！ぱられルンルン物語「ファイナル・フロンティア」","1","Comedy, Harem, Mecha, Romance, Drama, Sci-Fi"
"18001","Freezing Vibration","Freezing Season 2","フリージング ヴァイブレーション","12","Action, Military, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen"
"5155","Millennium Old Journal: Tale of Genji","Genji Monogatari Sennenki Genji, The Tale of Genji","源氏物語千年紀Genji","11","Drama, Historical, Romance"
"2997","Phoenix: Karma Chapter","Firebird: Karma Chapter","火の鳥　鳳凰編","1","Drama, Fantasy, Historical"
"21511","KanColle: Kantai Collection","Kankore","艦隊これくしょん -艦これ-","12","Action, Military, Sci-Fi, Slice of Life, School"
"2403",\N,"Nymphet, A Child's Time, Kojika","こどものじかん","12","Comedy, Drama, Ecchi, School"
"18045",\N,"Koichoco, Love, Elections & Chocolate Special, Koi to Senkyo to Chocolate Episode 13","恋と選挙とチョコレート 第13話「恋妹！」","1","Drama, Romance, School"
"20141",\N,"Lupin III: Princess of the Breeze - Hidden City in the Sky","ルパン三世 princess of the breeze ～隠された空中都市～","1","Action, Adventure, Comedy, Seinen"
"1504",\N,"Choujikuu Yousai Macross - Flash Back 2012, Super Dimensional Fortress Macross Flash Back 2012","超時空要塞マクロス FLASH BACK 2012","1","Drama, Mecha, Military, Sci-Fi"
"4807","Spirit Hero Wataru 2","Mashin Eiyuden Wataru 2, Rainbow Fantasia 2, Keith Courage 2","魔神英雄伝ワタル2","46","Adventure, Comedy, Mecha"
"33181","Rainbow Days OVA",\N,"虹色デイズ OVA","1","Comedy, Romance, School, Shoujo, Slice of Life"
"12591",\N,"Ojamajo Doremi: VHS Exclusive, Ojamajo Doremi Traffic Safety, Ojamajo Doremi Bicycle Sagety Classroom, Ojamajo Doremi Let's!! Cooking, Ojamajo Doremi no Koutsuu Anzen, Ojamajo Doremi no Jidensha Anzen Kyoushitsu","おジャ魔女どれみの交通安全, おジャ魔女どれみの自転車安全教室","3","Kids, Magic"
"37826",\N,"Osake wa Fuufu ni Natte kara Special, Love is Like a Cocktail Episode 14","お酒は夫婦になってから 14杯め「ゆず熱燗」","1","Comedy, Romance, Slice of Life"
"9716",\N,"Samurai X: Review Special","るろうに剣心","1","Action, Comedy, Samurai, Shounen"
"7768",\N,\N,"探偵オペラ ミルキィホームズ","12","Comedy, Super Power, Mystery"
"26453",\N,\N,"トライブクルクル","50","Music, School"
"2746","Vexille","Vexille: 2077 Nippon Sakoku, Vexille: 2077 Japan National Isolation","ベクシル 2077日本鎖国","1","Action, Military, Sci-Fi"
"15489",\N,"Yugioh, Yu-Gi-Oh! Zexal II, Yu-Gi-Oh! Zexal 2nd, Yuu Gi Ou! Zexal Second, Yuu Gi Ou! Zexal II, Yu-Gi-Oh! Zexal Second","遊☆戯☆王ZEXALⅡ（セカンド）","73","Action, Fantasy, Game, Shounen"
"1798","Animation Runner Kuromi 2",\N,"アニメーション制作進行くろみちゃん 2","1","Comedy, Parody, Drama"
"1186","Battle Athletes Victory",\N,"バトルアスリーテス大運動会","26","Action, Sci-Fi, Adventure, Comedy, Sports, Drama, School, Shounen"
"2118",\N,"Captain Tsubasa: Europa Daikessen, Captain Tsubasa: Soccer Boys Europe Finals, Captain Tsubasa: Europe Dai Kessen, Captain Tsubasa Movie (1985 Summer), Captain Tsubasa Movie 1","キャプテン翼　ヨーロッパ大決戦","1","Action, Sports, Shounen"
"36049","Dagashi Kashi 2","Dagashikashi 2","だがしかし2","12","Slice of Life, Comedy, Shounen"
"7559",\N,"Fate/stay night Recap, Fate/stay night OVA","Fate/stay night","2","Action, Supernatural, Magic, Romance, Fantasy, Shounen"
"9347",\N,"Fortune Arterial: Akai Yakusoku OVA","FORTUNE ARTERIAL 赤い約束 たどり着いた場所","1","Harem, Comedy, Romance, Vampire, Fantasy"
"2717",\N,"The Galaxy Railways 2, Ginga Tetsudou Monogatari II, The Galaxy Railways: Eternal Divergence","銀河鉄道物語 ～永遠への分岐点～","24","Action, Adventure, Space, Drama, Sci-Fi"
"1465","Sadamitsu the Destroyer",\N,"破壊魔定光","10","Action, Mecha, School, Sci-Fi, Seinen"
"31234","Himouto! Umaru-chanS","My Two-Faced Little Sister S, Himouto Umaruchan S, Himouto! Umaru-chan S","ミニアニメ『ひもうと！うまるちゃんS』","12","Comedy, Seinen, Slice of Life"
"981","Ichigo 100% Original DVD Animation",\N,"いちご１００％　オリジナルDVDアニメーション","4","Comedy, Ecchi, Harem, Romance, School, Shounen"
"143","Destiny of the Shrine Maiden","Kannaduki no Miko, Priestesses of the Godless Month","神無月の巫女","12","Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai"
"10720",\N,\N,"これくらいで歌う","1","Music"
"36790",\N,"Spiritual Domain Second Season, Spiritual Field 2","灵域 第二季","10","Fantasy"
"1400","Macross 7: The Galaxy is Calling Me","Macross 7: The Movie","劇場版 マクロス７　銀河がオレを呼んでいる！","1","Action, Sci-Fi, Adventure, Music, Comedy, Drama, Mecha, Shounen"
"31442","Myriad Colors Phantom World","Musaigen no Phantom World","無彩限のファントム・ワールド","13","Action, Comedy, Fantasy, Slice of Life, Supernatural"
"229","Ninja Nonsense","2x2=Shinobuden, 2x2 Shinobuden, 2 X 2 = The Legend of Shinobu, Ninin ga Shinobuden: The Nonsense Kunoichi Fiction, Nin x Nin = Shinobuden","ニニンがシノブ伝","12","Comedy, Parody, Martial Arts"
"37126","Ninja Girl & Samurai Master: Anegawa and Ishiyama Arc","Ninja Girl & Samurai Master 3rd","信長の忍び~姉川・石山篇~","26","Comedy, Historical"
"1954","Magic Knight Rayearth OVA","Rayearth OVA","レイアース","3","Action, Adventure, Fantasy"
"1489",\N,"Renkin San-kyuu Magical? Pokaan OVA, Magipoka, Renkin Sankyu Magical? Pokan, Renkin 3-kyuu Magical? Pokan","錬金3級 まじかる?ぽか〜ん","3","Comedy, Parody, Magic, Ecchi, Vampire"
"1256","Saint Seiya the Movie: Evil Goddess Eris","Saint Seiya: The Battle with Eris, Saint Seiya: Movie 1, Saint Seiya: The Legend of the Golden Apple","聖闘士星矢 邪神エリス","1","Adventure, Sci-Fi, Shounen"
"419","Samurai Deeper Kyo",\N,"SAMURAI DEEPER KYO","26","Adventure, Comedy, Historical, Supernatural, Samurai, Shounen"
"5203","Palm Town","New Maple Town Stories","新メイプルタウン物語 パームタウン編","44","Slice of Life, Fantasy"
"789","Momo, Girl God of Death","Shinigami no Ballad.: Momo the Girl God of Death, Shinigami's Ballad","しにがみのバラッド。","6","Drama, Fantasy, Psychological, Supernatural"
"12727","Thermae Romae","Thermæ Romæ Specials","テルマエ・ロマエ","2","Comedy, Historical, Seinen"
"1720",\N,"ToHeart2 OVA","トゥハート2 OVA","3","Comedy, Drama, Harem, Romance, School"
"2087",\N,"Knights of Ramune & 40 Fire, 	VS Knight Ramune & 40 Fire","VS騎士ラムネ&40炎","26","Action, Comedy, Fantasy, Mecha, Shounen"
"308",\N,"Absolute Boy, Zettai Shonen","絶対少年","26","Fantasy, Drama, Mystery, Sci-Fi, Shounen"
"2404","Zombie-Loan",\N,"ZOMBIE-LOAN ゾンビローン","11","Action, Horror, Shounen, Supernatural"
"7669",\N,"Bungaku Shoujo OVA, Book Girl OVA, Literature Girl OVA","“文学少女”今日のおやつ 〜はつ恋〜","1","Comedy, Fantasy, School"
"3359","Amatsuki",\N,"あまつき","13","Action, Historical, Demons, Supernatural, Fantasy, Josei"
"280","Animal Lane",\N,"アニマル横町","51","Adventure, Comedy, Fantasy, Shoujo"
"1797","Animation Runner Kuromi",\N,"アニメーション制作進行くろみちゃん","1","Comedy, Parody, Drama"
"11285","Black Rock Shooter","BRS (TV)","ブラック★ロックシューター","8","Action, Drama, School, Slice of Life"
"29589","Ultimate Otaku Teacher","He Is an Ultimate Teacher","電波教師","24","Comedy, Romance, School, Shounen"
"126",\N,"Futakoi 2","フタコイ オルタナティブ","13","Comedy, Drama, Romance"
"5688",\N,"Cackling Kitarou, Spooky Kitarou","ゲゲゲの鬼太郎","65","Adventure, Comedy, Horror, Supernatural, Fantasy"
"2916","Energetic Bomb Ganbaruger","Genki Bakuhatsu Ganbarugar, Eldran series #2","元気爆発ガンバルガー","47","Mecha, Shounen"
"36789","Golden Time",\N,"ゴールデンタイム","1","Comedy, Fantasy"
"29101",\N,"Le Fruit de la Grisaia Specials, The Fruit of Grisaia Specials","グリザイアの果実","6","Ecchi"
"5534",\N,"Hi! I'm Akko, Hi, This Is Akko","ハーイあっこです","164","Romance, Slice of Life"
"4876","Run Melos!","Run Melos! (1992)","走れメロス","1","Action, Adventure, Historical"
"811","I''s Pure","I''s OVA, Aizu Pure, I\"s Pure","アイズピュア","6","Comedy, Drama, Ecchi, Romance, School"
"2569","The Jungle Book","Jungle Book: Boy Mowgli","ジャングルブック・少年モーグリ","52","Adventure, Drama"
"10191",\N,"Katteni Kaizou","かってに改蔵","6","Comedy, Parody, School, Sci-Fi, Shounen"
"1637","The Poem of Wind and Trees","The Song of the Wind and the Trees, Kaze To Ki No Uta: Sei Ni Naru Ka Na, KazeKi","風と木の詩　ＳＡＮＣＴＵＳ－聖なるかな－","1","Drama, Historical, Romance, Shoujo, Shounen Ai"
"1578","Loving Angel Angelique: When Hearts Awaken","Koi Suru Tenshi Angelique, Angelique: When the Heart Awakens, Angelique (2006)","恋する天使アンジェリーク　～心のめざめる時～","13","Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo"
"1040",\N,"Aqua Age, Blue Green Years","水色時代","47","Slice of Life, Drama, Romance, School, Shoujo"
"936","Naruto the Movie 2: Legend of the Stone of Gelel","Naruto THE Movie vol.2, Naruto Movie 2, Gekijouban Naruto","劇場版　NARUTO　大激突！幻の地底遺跡だってばよ","1","Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural"
"196","Please Twins","Onegai☆Twins","おねがい☆ツインズ","12","Comedy, Drama, Harem, School, Sci-Fi"
"2501",\N,"Papuwa 2","パプワ","26","Adventure, Comedy"
"34304",\N,"Gekijouban PriPara: Minna de Kagayake! Kirarin Star Live!, Puri Para, Pri Para, PuriPara, Prism Paradise","劇場版プリパラ み~んなでかがやけ! キラリン☆スターライブ!","1","Music, Slice of Life, School, Shoujo"
"1553",\N,\N,"クィーン・エメラルダス","4","Action, Sci-Fi, Adventure, Space"
"11227","Lagrange: The Flower of Rin-ne","Flower declaration of your heart, Lag-Rin","輪廻のラグランジェ","12","Action, Sci-Fi, Comedy, Mecha"
"1260",\N,"Saint Seiya: Saishuu Seisen no Senshi Tachi, Saint Seiya: Warriors of the Final Holy Battle","聖闘士星矢 最終聖戦の戦士たち","1","Adventure, Sci-Fi, Shounen"
"7375",\N,"Shakugan no Shana-tan G, Shakugan no Shana-tan Dos, Shakugan no Shana-tan Tri, Shakugan no Shana-tan Frontier","灼眼のシャナたん","4","Comedy, Parody"
"2415",\N,"Musashi the Great, Grander Musashi","スーパーフィッシング グランダー武蔵","25","Adventure, Sports"
"1587","Ghost Slayers Ayashi","Tenpouibun Ayakashiayashi, Strange Story of Tempou Era: Ayakashiayashi","天保異聞 妖奇士","25","Supernatural, Demons, Historical"
"4208","The New Adventures of Gigantor","New Tetsujin 28-go, Tetsujin 28-go (1980), Tetsujin 28-go TV 2, New Gigantor, New Iron Man No.28, Tetsujin 28: Follower of the Sun","鉄人２８号 (1980)","51","Action, Mecha"
"4166","ToHeart 2 AD","ToHeart 2: Another Days, To Heart 2: Another Days, ToHeart2ad","トゥハート2","2","Comedy, Ecchi, Romance"
"8422",\N,"Vampire Knight Special, Vampire Kishi Special, Portrait of Passionate Love","ヴァンパイア騎士 激愛の肖像～ポートレート～","1","Comedy, Vampire, Shoujo"
"31909","Wakaba Girl Special","Wakaba*Girl Special, Wakaba*Girl Episode 14","わかば＊ガール 十四葉「温泉つかりたい」","1","Comedy, Slice of Life"
"1024","Knight Hunters OVA","Weiss Kreuz OVA, Weiss Kreuz: Verbrechen und Strafe, White Cross","Weiß Kreuz ヴァイスクロイツ","2","Action, Drama"
"11837","Zetman",\N,"ゼットマン","13","Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural"
"3829","The Diary of Anne Frank",\N,"アンネの日記","1","Drama, Historical"
"750",\N,"Binchotan","びんちょうタン","12","Slice of Life, Comedy"
"33950",\N,\N,"ブラッククローバー","1","Action, Comedy, Magic, Fantasy, Shounen"
"405","Blood: The Last Vampire",\N,"BLOOD THE LAST VAMPIRE (ブラッド ザ ラスト ヴァンパイア)","1","Horror, Supernatural, Vampire"
"2122",\N,"Captain Tsubasa - Holland Youth, Captain Tsubasa Holland youth team, Captain Tsubasa: European Challenge, Captain Tsubasa Movie 05: Saikyu no Tenki! Hollanda Youth","キャプテン翼　「最強の敵！オランダユース」","1","Action, Shounen, Sports"
"2172",\N,"Eiga Crayon Shin-chan: Arashi wo Yobu Utau Ketsu dake Bakudan!, Crayon Shin-chan: The Storm Called: The Singing Buttocks Bomb","映画 クレヨンしんちゃん 嵐を呼ぶ歌うケツだけ爆弾","1","Comedy, Ecchi, School, Seinen"
"25383",\N,"Doraemon: Nobita no Uchuu Eiyuuki, Doraemon: Nobita's Space Heroes","映画 ドラえもん のび太の宇宙英雄記[スペースヒーローズ]","1","Comedy, Kids, Shounen, Space"
"870",\N,\N,"ドラゴンハーフ","2","Comedy, Fantasy, Parody"
"25011","Fate/Kaleid Liner Prisma Illya 2Wei! Shorts","Prisma Illya 2wei!: First Bra - Illya-hen, Prisma☆Illya 2nd Season: First Bra - Illya-hen, Fate/kaleid liner Prisma☆Illya 2wei!: First Bra - Illya-hen","Fate/kaleid liner プリズマ☆イリヤ ツヴァイ!","5","Comedy, Ecchi, Fantasy, Magic"
"3579","Getter Robo","Getta Robo, Space Robot","ゲッターロボ","51","Action, Sci-Fi, Mecha, Shounen"
"32607","Girlish Number",\N,"ガーリッシュ ナンバー","12","Slice of Life"
"3710","Graveyard Kitaro",\N,"墓場鬼太郎","11","Horror, Supernatural"
"642",\N,"Ichigo 100%: Jump Festa 2004 Special","いちご100% 恋が始まる!? 撮影合宿 〜ゆれるココロが東へ西へ〜","1","Ecchi, Romance, Shounen"
"25087",\N,"Ie Naki Ko Rémi Specials (2001), Sekai Meisaku Gekijou Kanketsu Ban: Ie Naki Ko Remi, World Masterpiece Theater Complete Edition: Homeless Child Remy, Nobody's Girl Remi, Remi the Homeless Girl","世界名作劇場・完結版 家なき子レミ","2","Adventure, Slice of Life, Drama"
"6566",\N,"Rumic World, Sunday CM Theater, Shonen Sunday Special Opening, It's a Rumic World: 50th Anniversary Weekly★Shounen Sunday","It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday","1","Comedy, Sci-Fi"
"2757",\N,"12 Senshi Bakuretsu Eto Ranger","十二戦支　爆烈エトレンジャー","39","Action, Fantasy, Comedy"
"9675","The World God Only Knows: Flag 0","Kaminomi: Flag 0","神のみぞ知るセカイ: Flag 0","1","Comedy, Shounen, Supernatural"
"20423","Sunday Without God: Memories","Kami-sama no Inai Nichiyoubi Special, Kamisama no Inai Nichiyoubi Special, The Sunday Without God Episode 13, Kami-Nai Episode 13","神さまのいない日曜日 第13話 「記憶」","1","Mystery, Fantasy"
"21671",\N,"Keroro Gunsou TV 2, Keroro Gunsou (2014)","ケロロ","23","Comedy, Sci-Fi, Shounen"
"5967",\N,"Kinnikuman Nisei: Ultimate Muscle","キン肉マンII世 ULTIMATE MUSCLE","13","Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports"
"580","Scorched Bread",\N,"こげぱん","10","Comedy"
"10122",\N,"Kowarekake no Orgol Extra, Half-Broken Music Box Extra episode","こわれかけのオルゴール","1","Sci-Fi, Slice of Life, Drama, Seinen"
"10893",\N,"Kyousougiga, Kyousogiga","京騒戯画","1","Action, Fantasy, Supernatural"
"36473",\N,"Love Live! Sunshine!! TV Anime 2 Ki Housou Chokuzen Tokuban: Watashitachi, Kagayakitai!!, Love Live! Sunshine!! Pre-Season 2 Special: We Want to Shine!!","ラブライブ! サンシャイン!! TVアニメ2期放送直前特番~私たち, 輝きたい!!~","1","Music"
"4051","Web Ghosts PiPoPa",\N,"ネットゴーストPIPOPA","51","Action, Adventure, Comedy, Kids, Sci-Fi, Shounen"
"5023",\N,"Kamui the Ninja: Stories Other Than the Legend, Kamui the Ninja","忍風カムイ外伝","26","Action, Adventure, Historical, Martial Arts, Samurai"
"30514",\N,\N,"ニセコイモノガタリ","1","Music"
"35484","Love is Like a Cocktail",\N,"お酒は夫婦になってから","13","Comedy, Romance, Slice of Life"
"4742","Let's Dance with Papa",\N,"パパと踊ろう","16","Comedy"
"1525",\N,"Pokemon Crystal - Raikou, The Legend of Thunder","ポケットモンスター クリスタル ～ライコウ 雷の伝説～","1","Action, Adventure, Comedy, Fantasy, Kids"
"16678","Pokemon: Eevee and Friends","Pikachu Short 25","ピカチュウとイーブイフレンズ","1","Adventure, Comedy, Fantasy, Kids"
"212",\N,\N,"プロジェクトＡ子","1","Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power"
"1942",\N,\N,"ロケットガール","12","Adventure, Sci-Fi, Space"
"12223",\N,"s-CRY-ed Alteration II: Quan, Scryed Alteration II: Quan","スクライド オルタレイション 後編 ＱＵＡＮ","1","Action, Sci-Fi, Adventure, Super Power, Shounen"
"32032","KADO: The Right Answer",\N,"正解するカド","12","Sci-Fi"
"1111",\N,"Vandread Intense Fighting Volume, Vandread Turbulence","ヴァンドレッド　激闘篇","1","Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space"
"35285","A-Channel: Let's Eat Hot Pot","A Channel +Smile Extra OVA, Alexandrite In The Pot","Aチャンネル 鍋を食べよう","1","Comedy, School, Seinen, Slice of Life"
"35965",\N,"Baja's Studio","バジャのスタジオ","1","Fantasy, Magic"
"33041","BBK/BRNK: The Gentle Giants of the Galaxy","Bubuki Buranki 2nd Season, Bubuki Buranki: Star of the Giants","ブブキ・ブランキ 星の巨人","12","Action, Sci-Fi, Drama, Mecha"
"5116",\N,"Candy Boy EX1, Candy Boy EX01, Forecast of the Future","Candy boy episode: EX01 「ミライヨホウズ」","1","School, Shoujo Ai, Slice of Life"
"11703","Code:Breaker","Code Breaker","CØDE:BREAKER","13","Action, Comedy, School, Shounen, Super Power, Supernatural"
"3031","Digimon Frontier: Island of Lost Digimon","Digimon Frontier: Kodai Digimon Fukkatsu!!, Digimon Frontier: Revival of the Ancient Digimon","デジモンフロンティア 古代デジモン（オニスモン）復活！！","1","Adventure, Comedy, Drama, Fantasy, Shounen"
"891","Dragon Ball: Sleeping Princess in Devil's Castle",\N,"ドラゴンボール 魔神城のねむり姫","1","Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
"34552",\N,"Dream-Fes! R","ドリフェス！R","12","Music"
"28221","Etotama","Eto Tamashii","えとたま（干支魂）","12","Action, Comedy, Fantasy"
"124","Mysterious Play: Eikoden","Fushigi Yuugi OVA 3","ふしぎ遊戯 -永光伝","4","Adventure, Fantasy, Romance, Drama, Shoujo"
"11809",\N,"Gudaguda Fairies, Rambling Fairies","gdgd妖精s（ぐだぐだふぇありーず）","12","Comedy"
"10947","Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikomatic Days","Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi","攻殻機動隊 Stand Alone Complex - The Laughing Man タチコマな日々","1","Comedy, Mecha, Sci-Fi"
"3760","The Golden Bird","Grimm Fairy Tale: The Golden Bird, Grimm's Fairy Tales: The Golden Bird","グリム童話 金の鳥","1","Adventure, Fantasy"
"2230","Flower Angel","Hana no Ko Runrun, Lili, Lulu, Lun Lun the Flower Child, Lunlun","花の子ルンルン","50","Adventure, Drama, Magic, Shoujo"
"11161",\N,"Hoshizora e Kakaru Hashi OVA, A Bridge to the Starry Skies OVA","星空へ架かる橋　架かるか？学園祭に恋の橋","1","Comedy, Romance, Ecchi, School"
"641","Strawberry 100%",\N,"いちご100%","1","Comedy, Ecchi, Romance, Shounen"
"5914",\N,\N,"かなめも","13","Ecchi, Comedy, Slice of Life, Shoujo Ai"
"6293","Crows","Koukou Butouden Crows 2","高校武闘伝 クローズ","2","Action, School, Shounen"
"37894",\N,"Spiritual Domain Fourth Season, Spiritual Field 4","灵域 第四季","12","Fantasy"
"3019","Lupin III: Elusiveness of the Fog","Lupin III: Elusiveness of the Fog, Rupan Sansei: Kiri no Elusive","ルパン三世 霧のエリューシヴ","1","Action, Adventure, Mystery, Comedy, Seinen"
"796","Magical Circle Guru Guru Movie","The Pickle of Happiness","劇場版 魔法陣グルグル","1","Adventure, Comedy, Fantasy, Magic, Shounen"
"2707",\N,\N,"まじめにふまじめ　かいけつゾロリ","97","Adventure, Kids"
"2017","Mermaid's Scar","Ningyo no Kizu, Rumic World 5","人魚の傷","1","Drama, Fantasy, Horror, Mystery"
"9693",\N,"Moshi Koukou Yakyuu no Joshi Manager ga Drucker no Management wo Yondara, What If a Female Manager of a High School Baseball Team Read Drucker's, Drucker in the Dug-Out","もしドラ","10","Drama, Sports"
"2144","Naruto the Movie 3: Guardians of the Crescent Moon Kingdom","Naruto Movie Volume 3, Naruto: Gekijouban Naruto: Dai Koufun! Mikazuki-jima no Animal Panic Datte ba yo!","劇場版 NARUTO -ナルト- 大興奮!みかづき島のアニマル騒動だってばよ","1","Action, Adventure"
"3615",\N,\N,"ネオアンジェリーク Abyss","13","Comedy, Fantasy, Harem, Romance, Shoujo"
"32625",\N,"Okusama ga Seitokaichou! OVA Specials, My Wife is the Student Council President OVA: Wife Theater","おくさまが生徒会長！OAD「おくさま劇場」","7","Comedy, Shounen"
"33372",\N,"Overlord OVA","オーバーロード　ぷれぷれぷれあです","1","Action, Comedy, Magic, Fantasy"
"2201","Pokemon: Pokemon Ranger and the Temple of the Sea","Gekijouban Pocket Monsters Advanced Generation: The Pokemon Ranger and Prince of the Sea: Manaphy, Pokemon 2006, Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy","ポケットモンスターアドバンスジェネレーション ポケモンレンジャーと蒼海の王子 マナフィ","1","Action, Adventure, Drama, Fantasy, Kids"
"31231","Pokemon the Movie: Volcanion and the Mechanical Marvel","Pokemon the Movie XY&Z","ポケモン・ザ・ムービーXY＆Z「ボルケニオンと機巧（からくり）のマギアナ」","1","Adventure, Kids, Fantasy"
"10572","Ro-Kyu-Bu ~ Fast Break!","Rou-Kyuu-Bu!, Rou-Kyu-Bu!, Ro-Kyu-Bu: Fast Break","ロウきゅーぶ!","12","Ecchi, Sports, Comedy, School"
"561","Sakura Wars",\N,"サクラ大戦","25","Adventure, Mecha, Sci-Fi, Shounen"
"19365","Samurai Flamenco","Samumenco","サムライフラメンコ","22","Action, Comedy, Parody, Super Power"
"2578",\N,"Pandi-Panda, Tao Tao Ehonkan, Taotao Picturebook Mansion","タオタオ絵本館","52","Adventure, Fantasy, Comedy, Kids"
"15673",\N,\N,"Tell Your World","1","Music"
"5996",\N,"Tennis no Ouji-sama: S1, Prince of Tennis: New Year's Special","テニスの王子様 お正月スペシャル","1","Action, Comedy, Sports, Shounen"
"2097","Special Duty Combat Unit Shinesman",\N,"特務戦隊シャインズマン","2","Action, Comedy, Sci-Fi"
"2491",\N,"Touch: Ace Without A Number On His Back","タッチ 背番号のないエース","1","Drama, Romance, Sports"
"1129",\N,"UFO Ultramaiden Valkyrie OVA Special: Bridal Training, UFO Princess Walkyure, UFO Princess Walküre, Bride Training Boot Camp","円盤皇女ワるきゅーレ 七転八倒 花嫁修行","1","Sci-Fi, Comedy, Romance"
"1925","Urusei Yatsura Movie 6: Always My Darling",\N,"うる星やつら いつだって・マイ・ダーリン","1","Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
"37682","Okko's Inn",\N,"映画 若おかみは小学生！","1","Comedy, Slice of Life, Supernatural"
"6165","White Album Season 2","White Album Second Season, White Album the Latter Half","WHITE ALBUM 第2期","13","Drama, Harem, Music, Romance"
"1897","Zettai Muteki Raijin-Oh","Eldran series #1, Matchless Raijin-Oh","絶対無敵ライジンオー","51","Adventure, Mecha, School, Sci-Fi"
